county_code,county,ntl_mean,ntl_sum,ntl_max,ntl_median,year
220421,东丰县,0.268284679,3686.445067,56.92950058,0.0,2024
120110,东丽区,21.83805048,53415.52892,206.3589783,17.58613962,2024
152525,东乌珠穆沁旗,0.015485788,4047.735357,23.01763535,0.0,2024
361003,东乡区,0.821216409,4745.510125,40.14092255,0.0,2024
622926,东乡族自治县,0.259405835,1934.395416,18.3136692,0.0,2024
130923,东光县,1.278196935,4687.534128,30.63863945,0.937073075,2024
451224,东兰县,0.068765638,736.8782818,19.19238663,0.0,2024
511011,东兴区,1.18112394,6467.190866,68.05901337,0.0,2024
450681,东兴市,1.856253127,4032.436941,48.9503746,0.0,2024
510402,东区,7.566662925,5597.194095,247.4278107,2.427565443,2024
810102,东区,24.6490845,2149.980147,73.55553436,18.65552521,2024
320981,东台市,1.522659172,18065.03143,67.25842285,0.000635,2024
511402,东坡区,1.99246061,12299.9516,72.37049866,0.0,2024
110101,东城区,49.84114139,10828.23229,201.4727325,44.3535097,2024
231086,东宁市,0.093608218,3698.279722,78.82507324,0.004935544,2024
231002,东安区,1.918766752,6253.479056,121.6371307,0.000356,2024
431122,东安县,0.179235898,1776.675487,29.11669159,0.0,2024
420802,东宝区,0.688283311,5323.107555,59.06864548,0.0,2024
230406,东山区,0.093761423,2417.530179,20.11347008,0.0,2024
350626,东山县,6.913218084,6593.664745,50.19990921,3.876965415,2024
530113,东川区,0.273249799,2288.982494,21.16345215,0.0,2024
370923,东平县,0.929425434,6172.438228,57.4892807,0.686966355,2024
469007,东方市,2.900415312,28036.92717,103.9128799,0.791209203,2024
220502,东昌区,2.322193783,5062.136567,52.04954147,0.0,2024
371502,东昌府区,4.815160128,34637.48616,79.96996307,1.720159743,2024
371728,东明县,2.257113241,14544.15617,152.3880157,0.331696462,2024
150202,东河区,4.041319439,9935.560069,61.0725174,0.873822719,2024
210403,东洲区,2.568457396,8294.072697,132.8669586,0.189041104,2024
320722,东海县,1.705369074,17016.15256,55.40439987,1.113944715,2024
371102,东港区,3.568663306,21774.24814,131.3032074,1.384300602,2024
210681,东港市,1.076604722,11950.57418,63.76160812,0.0,2024
360102,东湖区,20.8448818,5098.004131,129.3815613,9.226235631,2024
441625,东源县,0.35916127,6334.516059,40.20355606,0.0,2024
150602,东胜区,1.72704507,19372.26455,90.05292511,0.005134439,2024
341721,东至县,0.25628406,3865.807851,28.35187149,0.0,2024
441900,东莞市,23.15669263,248107.5248,149.6643982,21.49268965,2024
370502,东营区,6.816920382,37868.07292,65.63087463,2.727296077,2024
420112,东西湖区,14.36460617,32595.48834,74.87526703,7.709500591,2024
220422,东辽县,0.294390429,3533.505977,61.10265732,0.0,2024
330783,东阳市,4.127085088,33193.25521,77.9150238,1.249084284,2024
371524,东阿县,1.099265881,3965.681417,28.68013,0.93866965,2024
230805,东风区,4.84925197,4651.74479,61.2013588,1.109870829,2024
621228,两当县,0.029618423,204.7816584,5.874614239,0.0,2024
532501,个旧市,0.770618022,5254.291259,70.36457062,0.012309505,2024
629700,中农发山丹马场,0.0052563,54.18773656,1.604063869,0.0,2024
410102,中原区,25.73222289,24777.30514,78.79223633,24.25505106,2024
640521,中宁县,0.549198466,9324.015879,58.35809708,0.0,2024
210202,中山区,27.81791307,6706.407938,139.5513763,18.34850998,2024
442000,中山市,14.47077341,110621.345,76.60207367,11.74480452,2024
431221,中方县,0.243974678,1673.765795,20.62691689,0.0,2024
510623,中江县,0.858574577,8837.82663,45.88837814,0.0,2024
410122,中牟县,6.116269625,41461.92795,217.7855988,2.444215972,2024
410803,中站区,4.162244335,2606.756498,34.11688995,1.383205656,2024
810101,中西区,42.75704255,2007.06588,102.6650925,30.75322151,2024
141129,中阳县,1.116794052,8090.467794,92.52145386,0.007192827,2024
130207,丰南区,3.314772421,22395.90239,66.22969055,1.750315251,2024
320321,丰县,1.983227886,14049.51299,54.59159851,0.896803855,2024
110106,丰台区,28.54357092,45669.15379,141.4963379,24.41663419,2024
360981,丰城市,0.696655856,9002.394599,55.94526291,0.0,2024
130826,丰宁满族自治县,0.155440296,7243.804289,70.81250763,0.007933998,2024
230724,丰林县,0.046494254,844.2654596,12.80841064,0.0,2024
350503,丰泽区,28.3854204,14785.6872,117.9137268,24.35068798,2024
130208,丰润区,3.49151701,22145.32317,72.32715607,1.716802923,2024
220211,丰满区,1.948651037,12583.84583,129.7820587,0.079439402,2024
500230,丰都县,0.30598551,4100.484215,99.14653778,0.000535,2024
150981,丰镇市,0.599232759,8510.667885,58.69131851,0.0,2024
441423,丰顺县,0.520784966,6198.731897,35.76116943,0.0,2024
141124,临县,0.337093015,5135.779972,20.87051582,0.0,2024
130522,临城县,0.739143326,2925.508996,21.51173592,0.0,2024
622921,临夏县,0.635997483,3202.070244,29.26164627,0.0,2024
622901,临夏市,11.96360969,5209.143323,187.2722778,6.54456013,2024
330112,临安区,1.261193717,18376.48765,55.60238647,0.0,2024
361002,临川区,1.226322632,11853.53357,66.3456192,0.001457173,2024
330113,临平区,21.89487659,29045.65743,150.1534729,18.56192519,2024
370724,临朐县,1.412990807,12871.42643,69.56595612,0.0,2024
450312,临桂区,0.671887373,6709.599049,35.45547104,0.0,2024
431025,临武县,0.185947053,1156.791929,11.58810139,0.0,2024
220681,临江市,0.115469885,1865.541418,55.55584717,0.0,2024
371329,临沭县,1.366056674,6663.345889,25.4546051,1.059444346,2024
150802,临河区,0.894544266,11056.49697,83.40039063,0.006245818,2024
341221,临泉县,1.78526823,15871.04157,60.45908737,1.119454654,2024
620723,临泽县,0.11228525,1585.839369,13.34534168,0.0,2024
621124,临洮县,0.340495205,4787.150269,45.51969147,0.0,2024
331082,临海市,2.781681272,27990.66234,98.68414307,0.821341108,2024
370305,临淄区,5.872426875,19512.02491,91.04095459,2.744708692,2024
371581,临清市,1.851601793,8775.038605,40.84234619,1.112801755,2024
610502,临渭区,2.268145483,13942.58381,61.37350845,0.0,2024
430682,临湘市,0.334618233,2649.530792,20.7605629,0.0,2024
130423,临漳县,1.094541323,4121.068265,32.80827332,0.88434113,2024
623021,临潭县,0.161348312,1105.080285,31.1392765,0.0,2024
610115,临潼区,2.575246264,11494.01081,37.6289978,1.373508834,2024
430724,临澧县,0.505745446,2811.044257,31.56846619,0.0,2024
140821,临猗县,0.757918792,5047.263597,59.01312637,0.0,2024
530902,临翔区,0.539093687,6052.104625,65.66548157,0.020417304,2024
